Headline,Posted
Govt won't dictate natural gas prices,"October 18, 2010"
"Sensex slips below 20,000","October 18, 2010"
Sensex reverses early losses,"October 18, 2010"
"8 top firms lose Rs. 29,000 crore in m-cap ","October 17, 2010"
Growth of the cement industry,"October 16, 2010"
RIL raises $1.5 b,"October 16, 2010"
Sensex plunges 373 pts as investors mop up funds for mega IPO,"October 15, 2010"
Sensex sheds 190 points,"October 15, 2010"
Baliga positive on Reliance Industries,"October 15, 2010"
RIL raises USD 1.5 bn via long term bonds,"October 15, 2010"
India kicks-off ninth Nelp session,"October 15, 2010"
RIL raises $1.5 bn from dollar bonds,"October 15, 2010"
Sensex recovers,"October 15, 2010"
Sensex plunges 373 pts on CIL IPO,"October 15, 2010"
Sensex slumps by 190 points,"October 14, 2010"
RIL could touch Rs 1020: Gujral,"October 14, 2010"
Sell RIL at higher level: Prashastha Seth,"October 14, 2010"
Sensex falls as investors cash in,"October 14, 2010"
Sensex sheds 137 points,"October 13, 2010"
Reliance Industries may go upto Rs 1120: Choksey,"October 13, 2010"
Sensex recovers,"October 13, 2010"
Sensex gains 90 points at 20340,"October 12, 2010"
Reliance Industries can go upto Rs 1080-1100: Bhamre,"October 12, 2010"
RIL has short term target of Rs 1095-1125: Thacker,"October 12, 2010"
Rupee off highs as capital control talks weigh,"October 12, 2010"
Second time lucky,"October 12, 2010"
Sensex falls 137 pts on IIP data,"October 12, 2010"
RIL rises 2 p.c. to hit month high,"October 11, 2010"
Sensex gains 90 points on earnings expectations,"October 11, 2010"
BARL to take up rail link project,"October 11, 2010"
Book profit in Reliance Industries: Gujral,"October 11, 2010"
Buy Reliance Industries: Jatinder Sharma,"October 11, 2010"
Which sectors will hog limelight on back of Q2 earnings?,"October 11, 2010"
Buy Reliance Industries; target of Rs 1098: IIFL,"October 11, 2010"
Mithiil Pradhan bullish on Reliance Industries,"October 11, 2010"
CNOOC to pay $1.1 bn for stake in Chesapeake unit,"October 11, 2010"
RIL rises 2% to hit month-high,"October 11, 2010"
Q2 hopes help Sensex gain 90 pts,"October 11, 2010"
RIL wrong in seeking out-of-turn hike in price: Oil Ministry,"October 10, 2010"
Delhi HC rejects RIL plea to quash CBI case against it,"October 10, 2010"
Sensex snaps 5-week gains on profit-booking,"October 09, 2010"
34 blocks on offer under NELP-IX,"October 09, 2010"
RIL Sept qtr PAT seen up by 29.6% at Rs 4991.1cr: MOST,"October 09, 2010"
RIL Sept qtr PAT seen up 32.3% at Rs 5095cr: Angel,"October 09, 2010"
BT-Ernst and Young deal watch,"October 09, 2010"
Investing against the market,"October 09, 2010"
Breaking the mould,"October 09, 2010"
We don't need no B-school education,"October 09, 2010"
Sensex declines in flip-flop trading,"October 08, 2010"
Profit booking drags Sensex by 228 points,"October 08, 2010"
Looking at expanding portfolio of foods business: ITC,"October 08, 2010"
Reliance Industries may move upto Rs 1100-1120: Vora,"October 08, 2010"
Below Rs 1048 Reliance Industries may slip to Rs 900-840,"October 08, 2010"
Reliance Infotel taps banks for $1 bln loan,"October 08, 2010"
Sensex sees flip-flop trading,"October 08, 2010"
Fast Breeder Test Reactor to turn 25,"October 07, 2010"
Fast Breeder Test Reactor to turn 25,"October 07, 2010"
Fast Breeder Test Reactor to turn 25,"October 07, 2010"
Avoid the large cap banks: Kulkarni,"October 07, 2010"
Reliance Industries may go upto Rs 1065-1070: Gujral,"October 07, 2010"
Hold Reliance Industries: Betadpur,"October 07, 2010"
Buy Reliance Industries; target of Rs 1260: Angel Broking,"October 07, 2010"
India Inc's M&A tally at $42 bn,"October 07, 2010"
India Inc set for better Q2,"October 07, 2010"
SPV for high-speed rail link,"October 06, 2010"
Reliance Ind resistance close to Rs 1045-1048: Sushil Kedia,"October 06, 2010"
"RIL, Chesapeake end Eagle Ford JV talks","October 06, 2010"
Oil licensing round likely to open on Oct 15: Sources,"October 06, 2010"
Sensex scales 33-month high,"October 06, 2010"
Delivery period an issue for car buyers,"October 06, 2010"
Reliance gesture to chess player,"October 05, 2010"
Early gains not fully held on BSE,"October 05, 2010"
ICICI taps banks for bond issue up to $1 bn,"October 05, 2010"
Reliance may slip to Rs 950-960: Deshmukh,"October 05, 2010"
Hold Reliance Industries: Gupta,"October 05, 2010"
"Prefer RIL, NTPC: Amisha Vora","October 05, 2010"
RIL calls off talks to buy 4th shale asset in US,"October 05, 2010"
Sensex closes below 33-month high,"October 05, 2010"
Sensex at 33-month high on buying by funds,"October 04, 2010"
Reliance Industries may move up Rs 50-60: Mohindar,"October 04, 2010"
Sensex closes at 33-mth high,"October 04, 2010"
7 of top 10 firms add Rs. 29k cr to m-cap last week,"October 03, 2010"
Khadi and Gandhiji: looking beyond the fabric,"October 03, 2010"
Khadi and Gandhiji: looking beyond the fabric,"October 03, 2010"
Sensex kicks off October with a bang; surges 376 pts,"October 01, 2010"
TIRUCHI TODAY,"October 01, 2010"
RIL to remain in Rs 950-1050 range: Tulsian,"October 01, 2010"
Mukesh tops Forbes ‘India Rich’ List,"September 30, 2010"
"Sensex up 113 points, regains 20,000 level ","September 30, 2010"
Sensex dips below 20000-mark,"September 30, 2010"
Mukesh on top in Forbes list,"September 30, 2010"
"ITC, EIH plan to combine hotel operations: Report","September 29, 2010"
Power seekers,"September 29, 2010"
Bangalore: the success story of ICT industry,"September 28, 2010"
Sensex loses steam as investors book profit,"September 28, 2010"
Kuwait evinces interest in acquiring stake in Indian Oil Corporation,"September 28, 2010"
Sensex gains 72 points,"September 28, 2010"
Bangalore: the success story of ICT industry,"September 28, 2010"
Engagements,"September 28, 2010"
"Reliance shuts crude unit at 660,000 bpd plant ","September 28, 2010"
Buy Reliance Industries; target of Rs 1260: Angel Broking,"September 28, 2010"
"RIL, BP may restart talks for E&P deal next month: Sources","September 28, 2010"
Reliance to remain underperformer: Gupta,"September 28, 2010"
Largecap IT can underperform: Suresh Mahadevan,"September 28, 2010"
Sensex loses steam on profit-booking,"September 28, 2010"
Sensex climbs for second day to fresh 32-month high,"September 27, 2010"
Army conducts recruitment drive,"September 27, 2010"
RIL may see earnings surprises in 12-18 months: Sekhar,"September 27, 2010"
Prefer Lakshmi Vilas Bank: Tulsian,"September 27, 2010"
Sensex closes 72 pts higher,"September 27, 2010"
Criminal proceedings against Balaji Fertilizers stayed,"September 25, 2010"
"EIH to raise Rs.1,300-cr through rights issue ","September 25, 2010"
"EIH to raise Rs.1,300-cr through rights issue ","September 24, 2010"
‘India should engage in aggressive oil diplomacy',"September 24, 2010"
Sensex loses further ground,"September 24, 2010"
Invest in RIL at current level: Amit Dalal,"September 24, 2010"
Hold Reliance Industries: Sukhani,"September 24, 2010"
Hold RIL for long term: VK Sharma,"September 24, 2010"
Badkar bullish on Reliance Industries,"September 24, 2010"
EIH rights issue: Will RIL use it to increase stake?,"September 24, 2010"
Citi's wakeup call,"September 24, 2010"
‘India should engage in aggressive oil diplomacy',"September 23, 2010"
Profit-taking in equities,"September 23, 2010"
Access to energy seen as vital to fighting worst poverty,"September 23, 2010"
Seminar on ‘Plastics for Green Buildings',"September 23, 2010"
"Nilesh Shah bullish on Bharti, NTPC, RIL","September 23, 2010"
RIL to remain in 950-1050 range: Tulsian,"September 23, 2010"
Buy RIL on dips: Vikas Pershad,"September 23, 2010"
Board nod to EIH issue,"September 23, 2010"
RIL falls for a third session,"September 23, 2010"
Access to energy seen as vital to fighting worst poverty,"September 22, 2010"
Profit-taking in equities,"September 22, 2010"
BSE-NSEBSE index,"September 22, 2010"
Sensex hits 20000-mark,"September 22, 2010"
Reliance Industries may see correction: Thukral,"September 22, 2010"
RelRetail to enter cash-and-carry biz,"September 22, 2010"
IOC eyes revenue from petrochem,"September 22, 2010"
OilMin wants shift in KG-D6 users,"September 22, 2010"
Sensex falls 60 pts on profit-selling,"September 22, 2010"
Sensex soars 311 points,"September 21, 2010"
Bangalore today,"September 21, 2010"
Sensex soars 311 points,"September 21, 2010"
RIL an underperformer: Sanjeev Prasad,"September 21, 2010"
ONGC m-cap above Rs 3 lakh cr,"September 21, 2010"
"Sensex scales 20,000-peak","September 21, 2010"
Sensex soars 311 points,"September 20, 2010"
RIL has resistance at Rs 1065: Gujral,"September 20, 2010"
Radhika Gupta bearish on Reliance Industries,"September 20, 2010"
Reliance an underperformer: Thacker,"September 20, 2010"
"Sensex nears 20,000-level","September 20, 2010"
Labour disputes on the rise in China,"September 19, 2010"
Awards presented at HR meet,"September 19, 2010"
Labour disputes on the rise in China,"September 18, 2010"
Sensex surges 795 points on strong economic outlook,"September 18, 2010"
Sensex bounces back by 177 points to fresh 32-month high,"September 17, 2010"
Sensex snaps seven-day rally,"September 17, 2010"
TIRUCHi today,"September 17, 2010"
RIL can go upto Rs 1040: SP Tulsian,"September 17, 2010"
Technology stocks may see some more upside: Mohindar,"September 17, 2010"
Book profit in RIL at around Rs 1060-1070: Gujral,"September 17, 2010"
Expect flat earning in RIL: Sivasankaran,"September 17, 2010"
RIL will lead next rally: Ashu Madan,"September 17, 2010"
Reliance Industries in talks to buy US shale stake: Sources,"September 17, 2010"
Reliance in talks to buy US shale stake:Source,"September 17, 2010"
RIL will remain an underperformer: Gujral,"September 17, 2010"
Sensex bounces back by 177 pts,"September 17, 2010"
Markets snaps 7-day rally; Sensex down 85 points,"September 16, 2010"
“Introduce paid content models in digital media”,"September 16, 2010"
“Introduce paid content models in digital media”,"September 16, 2010"
Sensex up 155 points,"September 16, 2010"
RIL can go upto Rs 1050-1100: Pashupati Advani,"September 16, 2010"
Buy RIL at current level: Anantakrishnan,"September 16, 2010"
Buy banking stocks on correction: Advani,"September 16, 2010"
Advance tax up for auto firms,"September 16, 2010"
IT index takes a beating on BSE,"September 16, 2010"
RBI halts 7-day market rally,"September 16, 2010"
Markets up for the 7th day in a row; Sensex gains 155 pts,"September 15, 2010"
Reliance Industries in recovery mode: Mohindar,"September 15, 2010"
RIL looks good for investment: Choksey,"September 15, 2010"
RIL has resistance at Rs 1045-1065: Bhambwani,"September 15, 2010"
"Stay with RIL, says Vivek Mavani","September 15, 2010"
RIL offered 25% higher prices for D6 gas,"September 15, 2010"
RIL has target of Rs 1380-1400: Baliga,"September 15, 2010"
Firms willing to pay for D6 gas: RIL,"September 15, 2010"
Mangala can give 150K bpd: Cairn,"September 15, 2010"
Markets up for 7th day in a row,"September 15, 2010"
"ICE: integrating branches, creating avenues ","September 14, 2010"
A new power plant for Capital,"September 14, 2010"
Reliance Industries may go upto Rs 1020: Mohindar,"September 14, 2010"
RIL can test Rs 1100: Sanjay Dutt,"September 14, 2010"
Sensex at fresh 32-month high,"September 14, 2010"
Delhi to get new gas-based power plant,"September 13, 2010"
RIL completes deal to buy 60% stake in U.S. firm,"September 13, 2010"
"ICE: integrating branches, creating avenues ","September 13, 2010"
Oil spill near Ravva coast stretching for 3km radius,"September 13, 2010"
Reliance continue to underperform: Gujral,"September 13, 2010"
Reliance can head upto Rs 1040-1050: Thacker,"September 13, 2010"
SBI m-cap touches record levels,"September 13, 2010"
Cairn Energy seeks Govt nod,"September 13, 2010"
RIL stock zooms 3% on BSE,"September 13, 2010"
Sensex continues big run,"September 13, 2010"
RIL completes deal to buy 60% stake in U.S. firm,"September 12, 2010"
Mukesh richest by 2014: Forbes,"September 12, 2010"
"RIL, Essar to sign gas-supply deal","September 10, 2010"
Vodafone-like deals under govt lens,"September 10, 2010"
"Sensex up 85 points on rally in RIL, cement shares ","September 08, 2010"
RIL can touch Rs 970: Thacker,"September 08, 2010"
Stay away from Reliance Industries: Sukhani,"September 08, 2010"
Sensex extends gains for 3rd day,"September 08, 2010"
17 million mobile users added in July: TRAI,"September 07, 2010"
CAG sends RIL gas field audit report to Petroleum Ministry,"September 07, 2010"
"Sensex up 85 points on rally in RIL, cement shares ","September 07, 2010"
Sethna - the man who dared to dream,"September 07, 2010"
Oilex claims huge gas finds in Gujarat,"September 07, 2010"
Sethna - the man who dared to dream,"September 07, 2010"
Sensex rallies to 30-month high,"September 07, 2010"
Award for Navabharat sugars division,"September 07, 2010"
ICICI Sec raises Reliance Industries to buy,"September 07, 2010"
Buy RIL at around Rs 900-925: Gujral,"September 07, 2010"
Stay invested in Reliance Industries: Phani Sekhar,"September 07, 2010"
Sensex rises to 31-month high,"September 07, 2010"
RIL investors richer by Rs 9K cr,"September 07, 2010"
Oilex claims huge gas finds in Gujarat,"September 06, 2010"
RNRL-Reliance Power merger gets shareholders’ nod,"September 06, 2010"
Sensex rallies to 30-month high,"September 06, 2010"
"BHEL, IITM synergise research initiatives ","September 06, 2010"
Reliance Industries not finished with US shale buys,"September 06, 2010"
"Reliance on computers very high, says Annadurai ","September 04, 2010"
"Reliance on computers very high, says Annadurai ","September 04, 2010"
Sensex reverses uptrend,"September 04, 2010"
Ray of hope,"September 03, 2010"
State seeks gas allocation for urea plant,"September 03, 2010"
"Centre to select new chiefs for ONGC, BPCL and IOC ","September 03, 2010"
Profit booking pares initial gains,"September 03, 2010"
Buy RIL at Rs 900: Choksey,"September 03, 2010"
Reliance Industries buys 3 mln bbls spot Brazil crude,"September 03, 2010"
"Centre to select new chiefs for ONGC, BPCL and IOC ","September 02, 2010"
Max India chief considering selling EIH stake,"September 02, 2010"
Sensex surges 235 points,"September 02, 2010"
‘State on fast track development',"September 02, 2010"
Limited upside seen in Reliance Industries,"September 02, 2010"
Reliance Industries raises stake in EIH,"September 02, 2010"
RIL can touch Rs 1025-1050: Thacker,"September 02, 2010"
"Sensex surge on better growth concerns, higher export ","September 01, 2010"
Stocks edge down on global cues,"September 01, 2010"
Reliance Industries may slip further: Gujral,"September 01, 2010"
Buy Reliance Industries: Baliga,"September 01, 2010"
Prakash Diwan neutral on Reliance Industries,"September 01, 2010"
Stay with Reliance Industries: Rajesh Jain,"September 01, 2010"
Reliance Industries may slip to Rs 875: Thacker,"September 01, 2010"
Buy Reliance Industries: Prabhat Awasthi,"September 01, 2010"
Sensex surges on growth concerns,"September 01, 2010"
RIL notifies fourth gas strike in KG Basin,"August 31, 2010"
UB Group has no plans to sell stake in MCF: Mallya,"August 31, 2010"
UB Group has no plans to sell stake in MCF: Mallya,"August 31, 2010"
Sensex down 61 points despite higher GDP,"August 31, 2010"
"RIL buys 14.12 % stake in EIH for Rs.1,021 crore ","August 31, 2010"
NTPC offers 49% stake to Qatar Petroleum,"August 31, 2010"
Buy RIL with a long term perspective: Emkay Global,"August 31, 2010"
Reliance Industries may slip to Rs 800: Gujral,"August 31, 2010"
Reliance Industries enters hospitality sector via EIH stake,"August 31, 2010"
Sensex down on global cues,"August 31, 2010"
"RIL buys 14.12 % stake in EIH for Rs.1,021 crore ","August 30, 2010"
Improper use of food coupons,"August 30, 2010"
LNG hopes spur State power plans,"August 30, 2010"
RIL won't have involvement in management or operation: EIH,"August 30, 2010"
EIH to hit upper circuit tomorrow: SMC Capitals,"August 30, 2010"
RIL acquires 14.12% in EIH for Rs 1021 crore,"August 30, 2010"
"Below Rs 940, RIL can test Rs 875-880: Thacker","August 30, 2010"
Buy Reliance Industries; target of Rs 1000: IIFL,"August 30, 2010"
Improper use of food coupons,"August 29, 2010"
Down's Syndrome does not deter them,"August 29, 2010"
Down's Syndrome does not deter them,"August 29, 2010"
Mukesh Ambani elected to WEF Foundation Board,"August 28, 2010"
Mukesh Ambani elected to World Economic Forum Foundation Board,"August 27, 2010"
Ray of hope,"August 27, 2010"
Ray of hope,"August 27, 2010"
Ray of hope,"August 27, 2010"
Ray of hope,"August 27, 2010"
Buy Reliance Industries Sep 980 Call: Desai,"August 27, 2010"
Reliance Industries may slip to Rs 900: Gujral,"August 27, 2010"
Ray of hope,"August 26, 2010"
Sensex advances by 47 points in choppy trade,"August 26, 2010"
Exit Reliance Industries: Mohindar,"August 26, 2010"
Remain invested in Reliance Industries: Tulsian,"August 26, 2010"
Reliance likely JV partner for Chesapeake,"August 26, 2010"
Most wanted stocks,"August 26, 2010"
Case against merger of firms,"August 25, 2010"
West Bengal makes rapid strides in industrial development,"August 25, 2010"
Reliance may go up to Rs 1040-1050: Kulkarni,"August 25, 2010"
Investing against the market,"August 25, 2010"
Weak global trends drag Sensex down by 98 points,"August 24, 2010"
Sensex posts marginal gains,"August 24, 2010"
"L&T bags two orders worth Rs 1,195 cr from ONGC ","August 23, 2010"
"Sensex gains 8 pts; consumer durables, PSUs see heavy buying ","August 23, 2010"
Avoid long position in Reliance Industries,"August 23, 2010"
Sensex sheds 53 points,"August 21, 2010"
SEBI rejects RIL’s consent appeal on insider trading issue,"August 20, 2010"
Sensex ends 53 points lower,"August 20, 2010"
Sensex rallies to 30-month high on strong global cues,"August 20, 2010"
Hold RIL; target of Rs 1050: Maheshwari,"August 20, 2010"
"Buy Reliance, says Shardul Kulkarni","August 20, 2010"
Don't short Reliance: VK Sharma,"August 20, 2010"
Sensex rises by 198 points to over 30-month high,"August 19, 2010"
Alcatel-Lucent to beef up broadband services,"August 19, 2010"
Stocks,"August 19, 2010"
Alcatel-Lucent to beef up broadband services,"August 19, 2010"
House panel coming on August 28,"August 19, 2010"
RIL has support at Rs 960-965: Gujral,"August 19, 2010"
RIL near very strong long-term support: Mohindar,"August 19, 2010"
Hold Reliance Industries: Sekhar,"August 19, 2010"
Tech News,"August 18, 2010"
Markets report,"August 18, 2010"
Sensex closes flat at 18049,"August 18, 2010"
TECH NEWS,"August 18, 2010"
Protest against RIL gas pipeline proposal,"August 17, 2010"
Sensex sheds over 100 points,"August 17, 2010"
Kalam inaugurates Sensors Research Society,"August 16, 2010"
NTPC may offer stake to Qatar in Kayamkulam plant,"August 16, 2010"
Sensex gains 93 points; SBI scales new peak,"August 13, 2010"
Making films on his terms,"August 13, 2010"
All praise for Reliance social activity,"August 13, 2010"
Making films on his terms,"August 12, 2010"
Sensex ends flat in choppy trade as SBI cap losses,"August 12, 2010"
Sensex surrenders 150 points,"August 12, 2010"
"Below Rs 965-970, RIL may slip to Rs 880-900: Gujral","August 12, 2010"
Buy Reliance at Rs 925-930: Bhambwani,"August 12, 2010"
NBFC stocks rise as RBI moots new banking licenses,"August 11, 2010"
NBFC stocks rise as RBI moots new banking licenses,"August 11, 2010"
Gas supply sought for 4 power projects,"August 11, 2010"
Reliance plans to restart fuel stations,"August 11, 2010"
Gas supply sought for 4 power projects,"August 10, 2010"
Sensex down by 67 points,"August 10, 2010"
“Get more industrial investments from UK”,"August 10, 2010"
“Get more industrial investments from UK”,"August 10, 2010"
KG Basin issue hurting Reliance Ind: Bandyopadhyay,"August 10, 2010"
RIL can test Rs 1065-1070: Bhamre,"August 10, 2010"
"Sensex advances 143 points; realty, auto biggest gainers ","August 09, 2010"
RIL has major support at Rs 965-970: Gujral,"August 09, 2010"
Bharti Airtel number one telecom company: Survey,"August 06, 2010"
Sensex sheds 29 points on negative U.S. jobs data,"August 06, 2010"
RIL buys 60 % in Marcellus Shale,"August 06, 2010"
Bangalore today,"August 06, 2010"
RIL key support at Rs 980: Gujral,"August 06, 2010"
Accumulate Reliance Industries: Phani Sekhar,"August 06, 2010"
Reliance Industries looks weak: Sukhani,"August 06, 2010"
RIL rises over 1 p.c. on U.S. shale gas asset buyout,"August 05, 2010"
Reliance Industries: Gas output worries overdone?,"August 05, 2010"
RIL to buy 60% in US shale gas JV for $392 mn,"August 05, 2010"
Sensex gains 103 points to highest level in over 30 months,"August 04, 2010"
Copies of charge sheet served to RIL officials,"August 04, 2010"
Profit booking pares gains,"August 04, 2010"
Copies of charge sheet served to RIL officials,"August 03, 2010"
Profit booking pares gains,"August 03, 2010"
RIL can go upto Rs 1060: SP Tulsian,"August 03, 2010"
GAIL first quarter net rises to Rs. 886 cr,"August 02, 2010"
Court to hear Reliance call masking case on Tuesday,"August 02, 2010"
Infotel raises $500m from RBS consortium,"July 31, 2010"
FBI access to e-mail and Web records raises fears,"July 30, 2010"
IRDA to issue IPO norms for general insurance in two months,"July 30, 2010"
Sensex closes 124 points below,"July 30, 2010"
‘Calculated risk-taking vital for entrepreneurs',"July 30, 2010"
Sensex gains 35 points,"July 30, 2010"
Sensex gains 35 points,"July 30, 2010"
‘Calculated risk-taking vital for entrepreneurs',"July 30, 2010"
Sell Reliance Industries put option: Kapadia,"July 30, 2010"
See upside in Reliance Industries: Rajesh Jain,"July 30, 2010"
Get in RIL for long term: Gujral,"July 30, 2010"
Earnings Review: June quarter a mix bag for India Inc,"July 30, 2010"
"Reliance, Universal eye theme park in India","July 30, 2010"
Sensex up 35 points; RIL down for second day,"July 29, 2010"
Sensex surrenders 120 points,"July 29, 2010"
"Avoid Reliance Industries, says Salil Sharma","July 29, 2010"
Motilal Oswal neutral on Reliance Industries; target Rs 991,"July 29, 2010"
Reliance Industries looks weak: Hemant Thukral,"July 29, 2010"
Reliance D6 peak gas output delayed to FY13,"July 29, 2010"
India’s June crude production up 6.8%,"July 28, 2010"
Sensex surrenders 120 points,"July 28, 2010"
"RIL net profit increases 32 % to Rs. 4,851 crore ","July 28, 2010"
Motilal Oswal cuts Reliance to neutral from buy,"July 28, 2010"
"Reliance, Essar eye BP`s Africa retail ops ","July 28, 2010"
RIL likely to remain under pressure,"July 28, 2010"
Hold Reliance Industries: Kulkarni,"July 28, 2010"
Stay invested in RIL: Radhika Gupta,"July 28, 2010"
"RIL net profit increases 32 % to Rs. 4,851 crore ","July 27, 2010"
Sensex opens 57 points higher on RBI credit policy day,"July 27, 2010"
"RIL Q1 net sales up 82% to Rs 58,228 cr","July 27, 2010"
Will RIL's Q1 performance impress markets?,"July 27, 2010"
RIL Q1 nos meets street estimates; how to trade stock?,"July 27, 2010"
RIL Q1 net profit up 33.42% at Rs 4851 cr,"July 27, 2010"
Keep stop loss of Rs 1012 on RIL: Kapadia,"July 27, 2010"
Not much upside in Reliance: Baliga,"July 27, 2010"
RIL Q1 sales seen up 3% at Rs 59300 cr,"July 27, 2010"
Sensex snaps gaining streak,"July 26, 2010"
"Braving charges, CBI to confront accused with evidence ","July 26, 2010"
RIL Q1 net profit seen up 2.3% at Rs 4820 cr,"July 26, 2010"
"Braving charges of its ``misuse'', CBI to confront Amit Shah with evidence ","July 25, 2010"
EGoM meet on gas deferred by a day,"July 25, 2010"
AITUC convention from today,"July 24, 2010"
We must charge polluters to cut carbon: Australia,"July 23, 2010"
from the diary,"July 22, 2010"
"Metal, auto stocks help Sensex recovery ","July 22, 2010"
Reliance has support at Rs 1045: Gujral,"July 22, 2010"
Sensex snaps three-day decline; closes up 100 points,"July 21, 2010"
High Court pulls up Reliance Industries,"July 21, 2010"
High Court pulls up Reliance Industries,"July 21, 2010"
Find out: How will Q1 pan out for oil and gas sector?,"July 21, 2010"
Going with the grain,"July 21, 2010"
BT-Ernst and Young Deal Watch,"July 21, 2010"
Sensex ends 50 points down amid weak global trend,"July 20, 2010"
Sensex drops 27 points,"July 20, 2010"
Sensex closes 27 points below,"July 19, 2010"
Mukesh Ambani in key U.N. group,"July 19, 2010"
buylines,"July 19, 2010"
Mukesh Ambani in key U.N. group,"July 19, 2010"
Reliance Industries in talks to buy stake in Quicksilver,"July 19, 2010"
Etisalat close to buying 26% in Reliance Comm,"July 19, 2010"
"Focus on five areas, says Kalam ","July 17, 2010"
RIL to perform better: PN Vijay,"July 17, 2010"
Lecture series,"July 16, 2010"
Massive arrangements for DMK's job fair,"July 16, 2010"
Citi`s Srikanth to join Reliance as deputy CFO,"July 16, 2010"
Sensex sheds 29 points in choppy trade as funds realign portfolios,"July 15, 2010"
Vimal introduces anti-microbial fabric,"July 15, 2010"
Vimal introduces anti-microbial fabric,"July 15, 2010"
ONGC to invest $4.05 billion on harnessing gas from UD-1,"July 14, 2010"
"RIL moves CIC, says PSUs acting as cartel in ATF supply ","July 14, 2010"
"Sensex snaps 4 day gaining streak, ends lower by 48 points ","July 14, 2010"
Sensex up 49 points on RIL push,"July 14, 2010"
Reliance Industries can test Rs 1125-1130: Sharma,"July 14, 2010"
"IOC, BPCL, HPCL to cartelise price of de-regulated petrol ","July 13, 2010"
"Infosys Q1 net down 8.48% at Rs 1,488 crore ","July 13, 2010"
Sensex up 49 points on RIL push; Infosys down over 3%,"July 13, 2010"
RIL eyeing third shale gas deal in North America,"July 13, 2010"
"Sensex touches 18,000 on eve of earnings season ","July 12, 2010"
8 Indian firms on Fortune 500 list,"July 12, 2010"
Lofty ambitions rekindle interest in retailing,"July 12, 2010"
RIL likely to be an outperformer: Irani,"July 12, 2010"
RIL Jun qtr PAT seen up at Rs 4495.6 cr: P Lilladher,"July 12, 2010"
Lofty ambitions rekindle interest in retailing,"July 11, 2010"
8 Indian companies on Fortune 500 list,"July 11, 2010"
Urbane avenues beckon,"July 11, 2010"
Urbane avenues beckon,"July 10, 2010"
RIL Jun qtr PAT seen up at Rs 4696 cr: Sharekhan,"July 10, 2010"
Deepwater drilling gets more time,"July 09, 2010"
Combined stock quotes,"July 09, 2010"
Combined stock quotes,"July 09, 2010"
Deepwater drilling gets more time,"July 09, 2010"
Deepwater drilling gets more time,"July 08, 2010"
Petrol prices may change every fortnight,"July 08, 2010"
Sensex recovers to close 181 points higher,"July 08, 2010"
Sensex surrenders 143 points,"July 08, 2010"
"RIL Jun qtr PAT seen up at Rs 4,771 cr: M Oswal","July 08, 2010"
How will Q1 earnings season be for India Inc?,"July 08, 2010"
Capped D6 output: What impact will it have on RIL?,"July 08, 2010"
Ambanis’ revised gas supply pact valid only till 2022,"July 07, 2010"
Sensex surrenders 143 points,"July 07, 2010"
Hold Reliance Industries: Phani Sekhar,"July 07, 2010"
Buy RIL above Rs 1080-1090: Bhambwani,"July 07, 2010"
RIL target Rs 1250 for a year: Gujral,"July 07, 2010"
Reliance says no to gas supply contracts beyond 60mmscmd,"July 06, 2010"
IOC starts buying Cairn’s Rajasthan crude oil,"July 06, 2010"
Cairn's Mangala fields output crosses 1-lakh barrel-mark,"July 06, 2010"
Sensex ends little changed,"July 06, 2010"
What next?,"July 06, 2010"
RNRL to merge with Reliance Power,"July 05, 2010"
RNRL to merge with Reliance Power,"July 05, 2010"
Agricultural engineers are in great demand,"July 05, 2010"
Raja suggests EGoM on TRAI report,"July 04, 2010"
RNRL to merge with Reliance Power,"July 04, 2010"
"RNRL, RPower boards approve merger","July 04, 2010"
ONGC to intensify work on Western offshore fields,"July 03, 2010"
Sensex sheds 48 points,"July 03, 2010"
ONGC to intensify work on Western offshore fields,"July 03, 2010"
"OMCs to invest Rs.1,500 crore for LPG supply in Karnataka ","July 02, 2010"
Anil Ambani group firms RNRL and Reliance Power to merge,"July 02, 2010"
"Sensex ends a dull day, 48 points down ","July 02, 2010"
Bangalore today,"July 02, 2010"
"Sensex ends a dull day, 48 points down ","July 02, 2010"
Bangalore today,"July 02, 2010"
CBI indicts Manoj Modi & 5 others in call re-routing case,"July 02, 2010"
"RNRL, Rel Power merger on cards?","July 02, 2010"
Taxmen seek fund details from three IPL teams,"July 01, 2010"
Sensex recovers 167 points,"July 01, 2010"
"Hold RIL, exit Rel Cap, Rel Infra: Sukhani","July 01, 2010"
Cement major ACC’s MD Sumit Banerjee resigns,"June 30, 2010"
Sensex recovers 167 points,"June 30, 2010"
Sensex plummets 240 points,"June 30, 2010"
Remembering ‘a Brahmin without caste',"June 30, 2010"
"India cellular market booms, but not for carriers","June 30, 2010"
RIL may see breakout above 1140: Sukhani,"June 30, 2010"
Buy Reliance Ind on decline: Gujral,"June 30, 2010"
Sensex plummets 240 points,"June 29, 2010"
"India, Canada sign civil nuclear deal ","June 29, 2010"
Reliance Industries finds oil in Cambay Basin,"June 29, 2010"
Sensex posts 200-point gain,"June 29, 2010"
RIL can re-test Rs 1125-1130: Thacker,"June 29, 2010"
Buy Reliance Industries: Bhambwani,"June 28, 2010"
Reliance Industries finds more oil in Cambay basin,"June 28, 2010"
Fuel price deregulation is here to stay,"June 27, 2010"
Fuel price deregulation is here to stay,"June 27, 2010"
It's a bear run out there,"June 26, 2010"
